statedistrict,member-info/namelist,member-info/bioguideID,member-info/lastname,member-info/firstname,member-info/middlename,member-info/sort-name,member-info/suffix,member-info/courtesy,member-info/prior-congress,member-info/official-name,member-info/formal-name,member-info/party,member-info/caucus,member-info/state/state-fullname,member-info/state/_postal-code,member-info/district,member-info/townname,member-info/office-building,member-info/office-room,member-info/office-zip,member-info/office-zip-suffix,member-info/phone,member-info/elected-date/_date,member-info/elected-date/__text,member-info/sworn-date/_date,committee-assignments/committee/0/_rank
OH15,"Stivers, Steve",S001187,Stivers,Steve,,"STIVERS,STEVE",,Mr.,114,Steve Stivers,Mr. Stivers,R,R,Ohio,OH,15th,Columbus,LHOB,1022,20515,3515,(202) 225-2015,20161108,"November  8, 2016",,
OH16,"Renacci, James",R000586,Renacci,James,B.,"RENACCI,JAMES",,Mr.,114,James B. Renacci,Mr. Renacci,R,R,Ohio,OH,16th,Wadsworth,CHOB,328,20515,3516,(202) 225-3876,20161108,"November  8, 2016",,
OK01,"Bridenstine, Jim",B001283,Bridenstine,Jim,,"BRIDENSTINE,JIM",,Mr.,114,Jim Bridenstine,Mr. Bridenstine,R,R,Oklahoma,OK,1st,Tulsa,CHOB,216,20515,3601,(202) 225-2211,20161108,"November  8, 2016",,
OK02,"Mullin, Markwayne",M001190,Mullin,Markwayne,,"MULLIN,MARKWAYNE",,Mr.,114,Markwayne Mullin,Mr. Mullin,R,R,Oklahoma,OK,2nd,Westville,LHOB,1113,20515,3602,(202) 225-2701,20161108,"November  8, 2016",,
OK03,"Lucas, Frank",L000491,Lucas,Frank,D.,"LUCAS,FRANK",,Mr.,114,Frank D. Lucas,Mr. Lucas,R,R,Oklahoma,OK,3rd,Cheyenne,RHOB,2405,20515,3603,(202) 225-5565,20161108,"November  8, 2016",,
OK04,"Cole, Tom",C001053,Cole,Tom,,"COLE,TOM",,Mr.,114,Tom Cole,Mr. Cole,R,R,Oklahoma,OK,4th,Moore,RHOB,2467,20515,3604,(202) 225-6165,20161108,"November  8, 2016",,
OK05,"Russell, Steve",R000604,Russell,Steve,,"RUSSELL,STEVE",,Mr.,114,Steve Russell,Mr. Russell,R,R,Oklahoma,OK,5th,Oklahoma City,CHOB,128,20515,3605,(202) 225-2132,20161108,"November  8, 2016",,
OR01,"Bonamici, Suzanne",B001278,Bonamici,Suzanne,,"BONAMICI,SUZANNE",,Ms.,114,Suzanne Bonamici,Ms. Bonamici,D,D,Oregon,OR,1st,Washington County,CHOB,439,20515,3701,(202) 225-0855,20161108,"November  8, 2016",,
OR02,"Walden, Greg",W000791,Walden,Greg,,"WALDEN,GREG",,Mr.,114,Greg Walden,Mr. Walden,R,R,Oregon,OR,2nd,Hood River,RHOB,2185,20515,3702,(202) 225-6730,20161108,"November  8, 2016",,
OR03,"Blumenauer, Earl",B000574,Blumenauer,Earl,,"BLUMENAUER,EARL",,Mr.,114,Earl Blumenauer,Mr. Blumenauer,D,D,Oregon,OR,3rd,Portland,LHOB,1111,20515,3703,(202) 225-4811,20161108,"November  8, 2016",,
OR04,"DeFazio, Peter",D000191,DeFazio,Peter,A.,"DEFAZIO,PETER",,Mr.,114,Peter A. DeFazio,Mr. DeFazio,D,D,Oregon,OR,4th,Springfield,RHOB,2134,20515,3704,(202) 225-6416,20161108,"November  8, 2016",,
OR05,"Schrader, Kurt",S001180,Schrader,Kurt,,"SCHRADER,KURT",,Mr.,114,Kurt Schrader,Mr. Schrader,D,D,Oregon,OR,5th,Canby,RHOB,2431,20515,3705,(202) 225-5711,20161108,"November  8, 2016",,
PA01,"Brady, Robert",B001227,Brady,Robert,A.,"BRADY,ROBERT",,Mr.,114,Robert A. Brady,Mr. Brady of Pennsylvania,D,D,Pennsylvania,PA,1st,Philadelphia,RHOB,2004,20515,3801,(202) 225-4731,20161108,"November  8, 2016",,
PA02,"Evans, Dwight",E000296,Evans,Dwight,,"EVANS,DWIGHT",,Mr.,114,Dwight Evans,Mr. Evans,D,D,Pennsylvania,PA,2nd,Philadelphia,LHOB,1105,20515,3802,(202) 225-4001,20161108,"November  8, 2016",,
PA03,"Kelly, Mike",K000376,Kelly,Mike,,"KELLY,MIKE",,Mr.,114,Mike Kelly,Mr. Kelly of Pennsylvania,R,R,Pennsylvania,PA,3rd,Butler,LHOB,1707,20515,3803,(202) 225-5406,20161108,"November  8, 2016",,
PA04,"Perry, Scott",P000605,Perry,Scott,,"PERRY,SCOTT",,Mr.,114,Scott Perry,Mr. Perry,R,R,Pennsylvania,PA,4th,Dillsburg,LHOB,1207,20515,3804,(202) 225-5836,20161108,"November  8, 2016",,
PA05,"Thompson, Glenn",T000467,Thompson,Glenn,,"THOMPSON,GLENN",,Mr.,114,Glenn Thompson,Mr. Thompson of Pennsylvania,R,R,Pennsylvania,PA,5th,Howard,CHOB,124,20515,3805,(202) 225-5121,20161108,"November  8, 2016",,
PA06,"Costello, Ryan",C001106,Costello,Ryan,A.,"COSTELLO,RYAN",,Mr.,114,Ryan A. Costello,Mr. Costello of Pennsylvania,R,R,Pennsylvania,PA,6th,West Chester,CHOB,326,20515,3806,(202) 225-4315,20161108,"November  8, 2016",,
PA07,"Meehan, Patrick",M001181,Meehan,Patrick,,"MEEHAN,PATRICK",,Mr.,114,Patrick Meehan,Mr. Meehan,R,R,Pennsylvania,PA,7th,Chadds Ford,RHOB,2305,20515,3807,(202) 225-2011,20161108,"November  8, 2016",,
PA08,"Fitzpatrick, Brian",F000466,Fitzpatrick,Brian,K.,"FITZPATRICK,BRIAN",,Mr.,0,Brian K. Fitzpatrick,Mr. Fitzpatrick,R,R,Pennsylvania,PA,8th,Levittown,CHOB,514,20515,3808,(202) 225-4276,20161108,"November  8, 2016",,
PA09,"Shuster, Bill",S001154,Shuster,Bill,,"SHUSTER,BILL",,Mr.,114,Bill Shuster,Mr. Shuster,R,R,Pennsylvania,PA,9th,Hollidaysburg,RHOB,2079,20515,3809,(202) 225-2431,20161108,"November  8, 2016",,
PA10,"Marino, Tom",M001179,Marino,Tom,,"MARINO,TOM",,Mr.,114,Tom Marino,Mr. Marino,R,R,Pennsylvania,PA,10th,Williamsport,RHOB,2242,20515,3810,(202) 225-3731,20161108,"November  8, 2016",,
PA11,"Barletta, Lou",B001269,Barletta,Lou,,"BARLETTA,LOU",,Mr.,114,Lou Barletta,Mr. Barletta,R,R,Pennsylvania,PA,11th,Hazleton,RHOB,2049,20515,3811,(202) 225-6511,20161108,"November  8, 2016",,
PA12,"Rothfus, Keith",R000598,Rothfus,Keith,J.,"ROTHFUS,KEITH",,Mr.,114,Keith J. Rothfus,Mr. Rothfus,R,R,Pennsylvania,PA,12th,Sewickley,LHOB,1205,20515,3812,(202) 225-2065,20161108,"November  8, 2016",,
PA13,"Boyle, Brendan",B001296,Boyle,Brendan,F.,"BOYLE,BRENDAN",,Mr.,114,Brendan F. Boyle,Mr. Brendan F. Boyle of Pennsylvania,D,D,Pennsylvania,PA,13th,Philadelphia,LHOB,1133,20515,3813,(202) 225-6111,20161108,"November  8, 2016",,
PA14,"Doyle, Michael",D000482,Doyle,Michael,F.,"DOYLE,MICHAEL",,Mr.,114,Michael F. Doyle,Mr. Michael F. Doyle of Pennsylvania,D,D,Pennsylvania,PA,14th,Pittsburgh,CHOB,239,20515,3814,(202) 225-2135,20161108,"November  8, 2016",,
PA15,"Dent, Charles",D000604,Dent,Charles,W.,"DENT,CHARLES",,Mr.,114,Charles W. Dent,Mr. Dent,R,R,Pennsylvania,PA,15th,Allentown,RHOB,2082,20515,3815,(202) 225-6411,20161108,"November  8, 2016",,
PA16,"Smucker, Lloyd",S001199,Smucker,Lloyd,,"SMUCKER,LLOYD",,Mr.,0,Lloyd Smucker,Mr. Smucker,R,R,Pennsylvania,PA,16th,Lancaster,CHOB,516,20515,3816,(202) 225-2411,20161108,"November  8, 2016",,
PA17,"Cartwright, Matt",C001090,Cartwright,Matt,,"CARTWRIGHT,MATT",,Mr.,114,Matt Cartwright,Mr. Cartwright,D,D,Pennsylvania,PA,17th,Moosic,LHOB,1034,20515,3817,(202) 225-5546,20161108,"November  8, 2016",,
PA18,"Murphy, Tim",M001151,Murphy,Tim,,"MURPHY,TIM",,Mr.,114,Tim Murphy,Mr. Murphy of Pennsylvania,R,R,Pennsylvania,PA,18th,Pittsburgh,RHOB,2332,20515,3818,(202) 225-2301,20161108,"November  8, 2016",,
PR00,"GonzÃ¡lez-ColÃ³n, Jenniffer",G000582,GonzÃ¡lez-ColÃ³n,Jenniffer,,"GONZALEZCOLON,JENNIFFER",,Miss,0,Jenniffer GonzÃ¡lez-ColÃ³n,Miss GonzÃ¡lez-ColÃ³n of Puerto Rico,R,R,Puerto Rico,PR,Resident Commissioner,San Juan,LHOB,1529,20515,5401,(202) 225-2615,20161108,"November  8, 2016",,
RI01,"Cicilline, David",C001084,Cicilline,David,N.,"CICILLINE,DAVID",,Mr.,114,David N. Cicilline,Mr. Cicilline,D,D,Rhode Island,RI,1st,Providence,RHOB,2244,20515,3901,(202) 225-4911,20161108,"November  8, 2016",,
RI02,"Langevin, James",L000559,Langevin,James,R.,"LANGEVIN,JAMES",,Mr.,114,James R. Langevin,Mr. Langevin,D,D,Rhode Island,RI,2nd,Warwick,RHOB,2077,20515,3902,(202) 225-2735,20161108,"November  8, 2016",,
SC01,"Sanford, Mark",S000051,Sanford,Mark,,"SANFORD,MARK",,Mr.,114,Mark Sanford,Mr. Sanford,R,R,South Carolina,SC,1st,Charleston,RHOB,2211,20515,4001,(202) 225-3176,20161108,"November  8, 2016",,
SC02,"Wilson, Joe",W000795,Wilson,Joe,,"WILSON,JOE",,Mr.,114,Joe Wilson,Mr. Wilson of South Carolina,R,R,South Carolina,SC,2nd,Springdale,LHOB,1436,20515,4002,(202) 225-2452,20161108,"November  8, 2016",,
SC03,"Duncan, Jeff",D000615,Duncan,Jeff,,"DUNCAN,JEFF",,Mr.,114,Jeff Duncan,Mr. Duncan of South Carolina,R,R,South Carolina,SC,3rd,Laurens,RHOB,2229,20515,4003,(202) 225-5301,20161108,"November  8, 2016",,
SC04,"Gowdy, Trey",G000566,Gowdy,Trey,,"GOWDY,TREY",,Mr.,114,Trey Gowdy,Mr. Gowdy,R,R,South Carolina,SC,4th,Spartanburg,RHOB,2418,20515,4004,(202) 225-6030,20161108,"November  8, 2016",,
SC05,"Mulvaney, Mick",M001182,Mulvaney,Mick,,"MULVANEY,MICK",,Mr.,114,Mick Mulvaney,Mr. Mulvaney,R,R,South Carolina,SC,5th,Lancaster,RHOB,2350,20515,4005,(202) 225-5501,20161108,"November  8, 2016",,
SC06,"Clyburn, James",C000537,Clyburn,James,E.,"CLYBURN,JAMES",,Mr.,114,James E. Clyburn,Mr. Clyburn,D,D,South Carolina,SC,6th,Columbia,CHOB,242,20515,4006,(202) 225-3315,20161108,"November  8, 2016",,
SC07,"Rice, Tom",R000597,Rice,Tom,,"RICE,TOM",,Mr.,114,Tom Rice,Mr. Rice of South Carolina,R,R,South Carolina,SC,7th,Myrtle Beach,CHOB,223,20515,4007,(202) 225-9895,20161108,"November  8, 2016",,
SD00,"Noem, Kristi",N000184,Noem,Kristi,L.,"NOEM,KRISTI",,Mrs.,114,Kristi L. Noem,Mrs. Noem,R,R,South Dakota,SD,At Large,Castlewood,RHOB,2457,20515,4100,(202) 225-2801,20161108,"November  8, 2016",,
TN01,"Roe, David",R000582,Roe,David,P.,"ROE,DAVID",,Mr.,114,David P. Roe,Mr. Roe of Tennessee,R,R,Tennessee,TN,1st,Johnson City,CHOB,336,20515,4201,(202) 225-6356,20161108,"November  8, 2016",,
TN02,"Duncan, John",D000533,Duncan,John,J.,"DUNCAN,JOHN",Jr.,Mr.,114,"John J. Duncan, Jr.",Mr. Duncan of Tennessee,R,R,Tennessee,TN,2nd,Knoxville,RHOB,2207,20515,4202,(202) 225-5435,20161108,"November  8, 2016",,
TN03,"Fleischmann, Charles",F000459,Fleischmann,Charles,"J. ""Chuck""","FLEISCHMANN,CHARLES",,Mr.,114,"Charles J. ""Chuck"" Fleischmann",Mr. Fleischmann,R,R,Tennessee,TN,3rd,Chattanooga,RHOB,2410,20515,4203,(202) 225-3271,20161108,"November  8, 2016",,
TN04,"DesJarlais, Scott",D000616,DesJarlais,Scott,,"DESJARLAIS,SCOTT",,Mr.,114,Scott DesJarlais,Mr. DesJarlais,R,R,Tennessee,TN,4th,South Pittsburg,RHOB,2301,20515,4204,(202) 225-6831,20161108,"November  8, 2016",,
TN05,"Cooper, Jim",C000754,Cooper,Jim,,"COOPER,JIM",,Mr.,114,Jim Cooper,Mr. Cooper,D,D,Tennessee,TN,5th,Nashville,LHOB,1536,20515,4205,(202) 225-4311,20161108,"November  8, 2016",,
TN06,"Black, Diane",B001273,Black,Diane,,"BLACK,DIANE",,Mrs.,114,Diane Black,Mrs. Black,R,R,Tennessee,TN,6th,Gallatin,LHOB,1131,20515,4206,(202) 225-4231,20161108,"November  8, 2016",,
TN07,"Blackburn, Marsha",B001243,Blackburn,Marsha,,"BLACKBURN,MARSHA",,Mrs.,114,Marsha Blackburn,Mrs. Blackburn,R,R,Tennessee,TN,7th,Brentwood,RHOB,2266,20515,4207,(202) 225-2811,20161108,"November  8, 2016",,
TN08,"Kustoff, David",K000392,Kustoff,David,,"KUSTOFF,DAVID",,Mr.,0,David Kustoff,Mr. Kustoff of Tennessee,R,R,Tennessee,TN,8th,Germantown,CHOB,508,20515,4208,(202) 225-4714,20161108,"November  8, 2016",,
TN09,"Cohen, Steve",C001068,Cohen,Steve,,"COHEN,STEVE",,Mr.,114,Steve Cohen,Mr. Cohen,D,D,Tennessee,TN,9th,Memphis,RHOB,2404,20515,4209,(202) 225-3265,20161108,"November  8, 2016",,
TX01,"Gohmert, Louie",G000552,Gohmert,Louie,,"GOHMERT,LOUIE",,Mr.,114,Louie Gohmert,Mr. Gohmert,R,R,Texas,TX,1st,Tyler,RHOB,2243,20515,4301,(202) 225-3035,20161108,"November  8, 2016",,
TX02,"Poe, Ted",P000592,Poe,Ted,,"POE,TED",,Mr.,114,Ted Poe,Mr. Poe of Texas,R,R,Texas,TX,2nd,Atascocita,RHOB,2132,20515,4302,(202) 225-6565,20161108,"November  8, 2016",,
TX03,"Johnson, Sam",J000174,Johnson,Sam,,"JOHNSON,SAM",,Mr.,114,Sam Johnson,Mr. Sam Johnson of Texas,R,R,Texas,TX,3rd,Plano,RHOB,2304,20515,4303,(202) 225-4201,20161108,"November  8, 2016",,
TX04,"Ratcliffe, John",R000601,Ratcliffe,John,,"RATCLIFFE,JOHN",,Mr.,114,John Ratcliffe,Mr. Ratcliffe,R,R,Texas,TX,4th,Heath,CHOB,325,20515,4304,(202) 225-6673,20161108,"November  8, 2016",,
TX05,"Hensarling, Jeb",H001036,Hensarling,Jeb,,"HENSARLING,JEB",,Mr.,114,Jeb Hensarling,Mr. Hensarling,R,R,Texas,TX,5th,Dallas,RHOB,2228,20515,4305,(202) 225-3484,20161108,"November  8, 2016",,
TX06,"Barton, Joe",B000213,Barton,Joe,,"BARTON,JOE",,Mr.,114,Joe Barton,Mr. Barton,R,R,Texas,TX,6th,Ennis,RHOB,2107,20515,4306,(202) 225-2002,20161108,"November  8, 2016",,
TX07,"Culberson, John",C001048,Culberson,John,Abney,"CULBERSON,JOHN",,Mr.,114,John Abney Culberson,Mr. Culberson,R,R,Texas,TX,7th,Houston,RHOB,2161,20515,4307,(202) 225-2571,20161108,"November  8, 2016",,
TX08,"Brady, Kevin",B000755,Brady,Kevin,,"BRADY,KEVIN",,Mr.,114,Kevin Brady,Mr. Brady of Texas,R,R,Texas,TX,8th,The Woodlands,LHOB,1011,20515,4308,(202) 225-4901,20161108,"November  8, 2016",,
TX09,"Green, Al",G000553,Green,Al,,"GREEN,AL",,Mr.,114,Al Green,Mr. Al Green of Texas,D,D,Texas,TX,9th,Houston,RHOB,2347,20515,4309,(202) 225-7508,20161108,"November  8, 2016",,
TX10,"McCaul, Michael",M001157,McCaul,Michael,T.,"MCCAUL,MICHAEL",,Mr.,114,Michael T. McCaul,Mr. McCaul,R,R,Texas,TX,10th,Austin,RHOB,2001,20515,4310,(202) 225-2401,20161108,"November  8, 2016",,
TX11,"Conaway, K.",C001062,Conaway,K.,Michael,"CONAWAY,K.",,Mr.,114,K. Michael Conaway,Mr. Conaway,R,R,Texas,TX,11th,Midland,RHOB,2430,20515,4311,(202) 225-3605,20161108,"November  8, 2016",,
TX12,"Granger, Kay",G000377,Granger,Kay,,"GRANGER,KAY",,Ms.,114,Kay Granger,Ms. Granger,R,R,Texas,TX,12th,Fort Worth,LHOB,1026,20515,4312,(202) 225-5071,20161108,"November  8, 2016",,
TX13,"Thornberry, Mac",T000238,Thornberry,Mac,,"THORNBERRY,MAC",,Mr.,114,Mac Thornberry,Mr. Thornberry,R,R,Texas,TX,13th,Clarendon,RHOB,2208,20515,4313,(202) 225-3706,20161108,"November  8, 2016",,
TX14,"Weber, Randy",W000814,Weber,Randy,K.,"WEBER,RANDY",Sr.,Mr.,114,"Randy K. Weber, Sr.",Mr. Weber of Texas,R,R,Texas,TX,14th,Friendswood,LHOB,1708,20515,4314,(202) 225-2831,20161108,"November  8, 2016",,
TX15,"Gonzalez, Vicente",G000581,Gonzalez,Vicente,,"GONZALEZ,VICENTE",,Mr.,0,Vicente Gonzalez,Mr. Gonzalez of Texas,D,D,Texas,TX,15th,McAllen,CHOB,113,20515,4315,(202) 225-2531,20161108,"November  8, 2016",,
TX16,"O'Rourke, Beto",O000170,O'Rourke,Beto,,"OROURKE,BETO",,Mr.,114,Beto O'Rourke,Mr. O'Rourke,D,D,Texas,TX,16th,El Paso,LHOB,1330,20515,4316,(202) 225-4831,20161108,"November  8, 2016",,
TX17,"Flores, Bill",F000461,Flores,Bill,,"FLORES,BILL",,Mr.,114,Bill Flores,Mr. Flores,R,R,Texas,TX,17th,Bryan,RHOB,2440,20515,4317,(202) 225-6105,20161108,"November  8, 2016",,
TX18,"Jackson Lee, Sheila",J000032,Jackson Lee,Sheila,,"JACKSONLEE,SHEILA",,Ms.,114,Sheila Jackson Lee,Ms. Jackson Lee,D,D,Texas,TX,18th,Houston,RHOB,2187,20515,4318,(202) 225-3816,20161108,"November  8, 2016",,
TX19,"Arrington, Jodey",A000375,Arrington,Jodey,C.,"ARRINGTON,JODEY",,Mr.,0,Jodey C. Arrington,Mr. Arrington,R,R,Texas,TX,19th,Lubbock,LHOB,1029,20515,4319,(202) 225-4005,20161108,"November  8, 2016",,
TX20,"Castro, Joaquin",C001091,Castro,Joaquin,,"CASTRO,JOAQUIN",,Mr.,114,Joaquin Castro,Mr. Castro of Texas,D,D,Texas,TX,20th,San Antonio,LHOB,1221,20515,4320,(202) 225-3236,20161108,"November  8, 2016",,
TX21,"Smith, Lamar",S000583,Smith,Lamar,,"SMITH,LAMAR",,Mr.,114,Lamar Smith,Mr. Smith of Texas,R,R,Texas,TX,21st,San Antonio,RHOB,2409,20515,4321,(202) 225-4236,20161108,"November  8, 2016",,
TX22,"Olson, Pete",O000168,Olson,Pete,,"OLSON,PETE",,Mr.,114,Pete Olson,Mr. Olson,R,R,Texas,TX,22nd,Sugar Land,RHOB,2133,20515,4322,(202) 225-5951,20161108,"November  8, 2016",,
TX23,"Hurd, Will",H001073,Hurd,Will,,"HURD,WILL",,Mr.,114,Will Hurd,Mr. Hurd,R,R,Texas,TX,23rd,San Antonio,CHOB,317,20515,4323,(202) 225-4511,20161108,"November  8, 2016",,
TX24,"Marchant, Kenny",M001158,Marchant,Kenny,,"MARCHANT,KENNY",,Mr.,114,Kenny Marchant,Mr. Marchant,R,R,Texas,TX,24th,Coppell,RHOB,2369,20515,4324,(202) 225-6605,20161108,"November  8, 2016",,
TX25,"Williams, Roger",W000816,Williams,Roger,,"WILLIAMS,ROGER",,Mr.,114,Roger Williams,Mr. Williams,R,R,Texas,TX,25th,Austin,LHOB,1323,20515,4325,(202) 225-9896,20161108,"November  8, 2016",,
TX26,"Burgess, Michael",B001248,Burgess,Michael,C.,"BURGESS,MICHAEL",,Mr.,114,Michael C. Burgess,Mr. Burgess,R,R,Texas,TX,26th,Pilot Point,RHOB,2336,20515,4326,(202) 225-7772,20161108,"November  8, 2016",,
TX27,"Farenthold, Blake",F000460,Farenthold,Blake,,"FARENTHOLD,BLAKE",,Mr.,114,Blake Farenthold,Mr. Farenthold,R,R,Texas,TX,27th,Corpus Christi,RHOB,2331,20515,4327,(202) 225-7742,20161108,"November  8, 2016",,
TX28,"Cuellar, Henry",C001063,Cuellar,Henry,,"CUELLAR,HENRY",,Mr.,114,Henry Cuellar,Mr. Cuellar,D,D,Texas,TX,28th,Laredo,RHOB,2209,20515,4328,(202) 225-1640,20161108,"November  8, 2016",,
TX29,"Green, Gene",G000410,Green,Gene,,"GREEN,GENE",,Mr.,114,Gene Green,Mr. Gene Green of Texas,D,D,Texas,TX,29th,Houston,RHOB,2470,20515,4329,(202) 225-1688,20161108,"November  8, 2016",,
TX30,"Johnson, Eddie",J000126,Johnson,Eddie,Bernice,"JOHNSON,EDDIE",,Ms.,114,Eddie Bernice Johnson,Ms. Eddie Bernice Johnson of Texas,D,D,Texas,TX,30th,Dallas,RHOB,2468,20515,4330,(202) 225-8885,20161108,"November  8, 2016",,
TX31,"Carter, John",C001051,Carter,John,R.,"CARTER,JOHN",,Mr.,114,John R. Carter,Mr. Carter of Texas,R,R,Texas,TX,31st,Round Rock,RHOB,2110,20515,4331,(202) 225-3864,20161108,"November  8, 2016",,
TX32,"Sessions, Pete",S000250,Sessions,Pete,,"SESSIONS,PETE",,Mr.,114,Pete Sessions,Mr. Sessions,R,R,Texas,TX,32nd,Dallas,RHOB,2233,20515,4332,(202) 225-2231,20161108,"November  8, 2016",,
TX33,"Veasey, Marc",V000131,Veasey,Marc,A.,"VEASEY,MARC",,Mr.,114,Marc A. Veasey,Mr. Veasey,D,D,Texas,TX,33rd,Fort Worth,LHOB,1519,20515,4333,(202) 225-9897,20161108,"November  8, 2016",,
TX34,"Vela, Filemon",V000132,Vela,Filemon,,"VELA,FILEMON",,Mr.,114,Filemon Vela,Mr. Vela,D,D,Texas,TX,34th,Brownsville,CHOB,437,20515,4334,(202) 225-9901,20161108,"November  8, 2016",,
TX35,"Doggett, Lloyd",D000399,Doggett,Lloyd,,"DOGGETT,LLOYD",,Mr.,114,Lloyd Doggett,Mr. Doggett,D,D,Texas,TX,35th,Austin,RHOB,2307,20515,4335,(202) 225-4865,20161108,"November  8, 2016",,
TX36,"Babin, Brian",B001291,Babin,Brian,,"BABIN,BRIAN",,Mr.,114,Brian Babin,Mr. Babin,R,R,Texas,TX,36th,Woodville,CHOB,316,20515,4336,(202) 225-1555,20161108,"November  8, 2016",,
UT01,"Bishop, Rob",B001250,Bishop,Rob,,"BISHOP,ROB",,Mr.,114,Rob Bishop,Mr. Bishop of Utah,R,R,Utah,UT,1st,Brigham City,CHOB,123,20515,4401,(202) 225-0453,20161108,"November  8, 2016",,
UT02,"Stewart, Chris",S001192,Stewart,Chris,,"STEWART,CHRIS",,Mr.,114,Chris Stewart,Mr. Stewart,R,R,Utah,UT,2nd,Farmington,CHOB,323,20515,4402,(202) 225-9730,20161108,"November  8, 2016",,
UT03,"Chaffetz, Jason",C001076,Chaffetz,Jason,,"CHAFFETZ,JASON",,Mr.,114,Jason Chaffetz,Mr. Chaffetz,R,R,Utah,UT,3rd,Alpine,RHOB,2236,20515,4403,(202) 225-7751,20161108,"November  8, 2016",,
UT04,"Love, Mia",L000584,Love,Mia,B.,"LOVE,MIA",,Mrs.,114,Mia B. Love,Mrs. Love,R,R,Utah,UT,4th,Saratoga Springs,CHOB,217,20515,4404,(202) 225-3011,20161108,"November  8, 2016",,
VA01,"Wittman, Robert",W000804,Wittman,Robert,J.,"WITTMAN,ROBERT",,Mr.,114,Robert J. Wittman,Mr. Wittman,R,R,Virginia,VA,1st,Montross,RHOB,2055,20515,4601,(202) 225-4261,20161108,"November  8, 2016",,
VA02,"Taylor, Scott",T000477,Taylor,Scott,,"TAYLOR,SCOTT",,Mr.,0,Scott Taylor,Mr. Taylor,R,R,Virginia,VA,2nd,Virginia Beach,CHOB,412,20515,4602,(202) 225-4215,20161108,"November  8, 2016",,
VA03,"Scott, Robert",S000185,Scott,Robert,"C. ""Bobby""","SCOTT,ROBERT",,Mr.,114,"Robert C. ""Bobby"" Scott",Mr. Scott of Virginia,D,D,Virginia,VA,3rd,Newport News,LHOB,1201,20515,4603,(202) 225-8351,20161108,"November  8, 2016",,
VA04,"McEachin, A.",M001200,McEachin,A.,Donald,"MCEACHIN,A.",,Mr.,0,A. Donald McEachin,Mr. McEachin,D,D,Virginia,VA,4th,Henrico,CHOB,314,20515,4604,(202) 225-6365,20161108,"November  8, 2016",,
VA05,"Garrett, Thomas",G000580,Garrett,Thomas,A.,"GARRETT,THOMAS",Jr.,Mr.,0,"Thomas A. Garrett, Jr.",Mr. Garrett,R,R,Virginia,VA,5th,Scottsville,CHOB,415,20515,4605,(202) 225-4711,20161108,"November  8, 2016",,
VA06,"Goodlatte, Bob",G000289,Goodlatte,Bob,,"GOODLATTE,BOB",,Mr.,114,Bob Goodlatte,Mr. Goodlatte,R,R,Virginia,VA,6th,Roanoke,RHOB,2309,20515,4606,(202) 225-5431,20161108,"November  8, 2016",,
VA07,"Brat, Dave",B001290,Brat,Dave,,"BRAT,DAVE",,Mr.,114,Dave Brat,Mr. Brat,R,R,Virginia,VA,7th,Glen Allen,LHOB,1628,20515,4607,(202) 225-2815,20161108,"November  8, 2016",,
VA08,"Beyer, Donald",B001292,Beyer,Donald,S.,"BEYER,DONALD",Jr.,Mr.,114,"Donald S. Beyer, Jr.",Mr. Beyer,D,D,Virginia,VA,8th,Alexandria,LHOB,1119,20515,4608,(202) 225-4376,20161108,"November  8, 2016",,
VA09,"Griffith, H.",G000568,Griffith,H.,Morgan,"GRIFFITH,H.",,Mr.,114,H. Morgan Griffith,Mr. Griffith,R,R,Virginia,VA,9th,Salem,RHOB,2202,20515,4609,(202) 225-3861,20161108,"November  8, 2016",,
VA10,"Comstock, Barbara",C001105,Comstock,Barbara,,"COMSTOCK,BARBARA",,Mrs.,114,Barbara Comstock,Mrs. Comstock,R,R,Virginia,VA,10th,McLean,CHOB,229,20515,4610,(202) 225-5136,20161108,"November  8, 2016",,
VA11,"Connolly, Gerald",C001078,Connolly,Gerald,E.,"CONNOLLY,GERALD",,Mr.,114,Gerald E. Connolly,Mr. Connolly,D,D,Virginia,VA,11th,Fairfax,RHOB,2238,20515,4611,(202) 225-1492,20161108,"November  8, 2016",,
VI00,"Plaskett, Stacey",P000610,Plaskett,Stacey,E.,"PLASKETT,STACEY",,Ms.,114,Stacey E. Plaskett,Ms. Plaskett,D,D,Virgin Islands,VI,Delegate,St. Croix,CHOB,331,20515,5500,(202) 225-1790,20161108,"November  8, 2016",,
VT00,"Welch, Peter",W000800,Welch,Peter,,"WELCH,PETER",,Mr.,114,Peter Welch,Mr. Welch,D,D,Vermont,VT,At Large,Norwich,RHOB,2303,20515,4500,(202) 225-4115,20161108,"November  8, 2016",,
WA01,"DelBene, Suzan",D000617,DelBene,Suzan,K.,"DELBENE,SUZAN",,Ms.,114,Suzan K. DelBene,Ms. DelBene,D,D,Washington,WA,1st,Medina,RHOB,2442,20515,4701,(202) 225-6311,20161108,"November  8, 2016",,
WA02,"Larsen, Rick",L000560,Larsen,Rick,,"LARSEN,RICK",,Mr.,114,Rick Larsen,Mr. Larsen of Washington,D,D,Washington,WA,2nd,Everett,RHOB,2113,20515,4702,(202) 225-2605,20161108,"November  8, 2016",,
